reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,label,content_tokenize,content_tokens_WSW,content_normalized,content_stemmed,clean_content
gp:AOqpTOEg7i9JkwLVupbPljBDOaZSYiNVEepBip5s07jxrTI_kkVWtubDT9SelW6-lor0yOv771PGOQfLGmywgA,Ciung Wanara,https://play-lh.googleusercontent.com/a/AATXAJxDVZMF2TrtQv2VSWq3CsPbGyqCG93ddZ9luOuN=mo,baru download ga bisa di buka aku tunggu   menit cuman tulisan bibit doang,1,0,3.30.2,2022-03-17 10:00:57,"Hai kak, kemungkinan jaringan internet kakak tidak stabil. Silahkan gunakan jaringan lain lalu coba force close & clear cache terlebih dahulu ya. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih
",2022-03-17 11:34:06,0,"['baru', 'download', 'ga', 'bisa', 'di', 'buka', 'aku', 'tunggu', 'menit', 'cuman', 'tulisan', 'bibit', 'doang']","['download', 'buka', 'tunggu', 'menit', 'cuman', 'tulisan', 'bibit', 'doang']","['download', 'buka', 'tunggu', 'menit', 'cuman', 'tulisan', 'bibit', 'doang']","['download', 'buka', 'tunggu', 'menit', 'cuman', 'tulis', 'bibit', 'doang']",download buka tunggu menit cuman tulis bibit doang
gp:AOqpTOENto92GxfecpEWt7rPUc_6zHyziCFuszyn8nZwYGQw6zj39oQSN5acCTbaOlwbD-ESQ329_8vSfltUAg,graha pelumas,https://play-lh.googleusercontent.com/a-/AOh14GizwNwNS18-MVEJtnFGZY4rg1c9Kq9yWJ6XtOkyPg,saatnya mengerti dan faham ttg arti investasi lewat badan resmi dan bukan abal ,5,2,3.29.3,2022-03-10 14:09:50,,,1,"['saatnya', 'mengerti', 'dan', 'faham', 'ttg', 'arti', 'investasi', 'lewat', 'badan', 'resmi', 'dan', 'bukan', 'abal']","['mengerti', 'faham', 'ttg', 'arti', 'investasi', 'badan', 'resmi', 'abal']","['mengerti', 'faham', 'ttg', 'arti', 'investasi', 'badan', 'resmi', 'abal']","['erti', 'faham', 'ttg', 'arti', 'investasi', 'badan', 'resmi', 'abal']",erti faham ttg arti investasi badan resmi abal
gp:AOqpTOHdP19u0VyA5sh_C9841Hgj78cJpRn7wFspsaq0sdhivO4Mb3Q5IPEBsMxrhZmXwNG1iW9jjPl6r0Hf2A,cho kyuhyun,https://play-lh.googleusercontent.com/a-/AOh14GhjJxd71ovh1KBgrmYAPsL9VmB2t9v0umvwBeDkgQ,kok ga bisa masuk apk nya hadeuhhh,3,0,3.30.2,2022-03-17 09:49:15,,,0,"['kok', 'ga', 'bisa', 'masuk', 'apk', 'nya', 'hadeuhhh']","['masuk', 'apk', 'hadeuhhh']","['masuk', 'apk', 'hadeuhhh']","['masuk', 'apk', 'hadeuhhh']",masuk apk hadeuhhh
gp:AOqpTOEpm2romjHNgCm6LDgxpAvbo8pXX3SfkjaWajmj66IivEErh0UUpDCuJJWIkqmwsDAO_-YeApGoSP6yWQ,Andrian Hidayat,https://play-lh.googleusercontent.com/a/AATXAJyJtKlK0bMdpHdkTA2I6-V76CZ-wfRPs6Q-VpYe=mo,udah dua kali coba narik dana dari bibit lama mintak ampun ragu mau tarok nominal besar di bibit,1,3,3.29.3,2022-03-08 15:03:44,"Hai kak, dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Pastikan rekening aktif dan cek mutasi rekening di waktu tsb. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2022-03-08 15:09:56,0,"['udah', 'dua', 'kali', 'coba', 'narik', 'dana', 'dari', 'bibit', 'lama', 'mintak', 'ampun', 'ragu', 'mau', 'tarok', 'nominal', 'besar', 'di', 'bibit']","['udah', 'kali', 'coba', 'narik', 'dana', 'bibit', 'mintak', 'ampun', 'ragu', 'tarok', 'nominal', 'bibit']","['udah', 'kali', 'coba', 'narik', 'dana', 'bibit', 'mintak', 'ampun', 'ragu', 'tarok', 'nominal', 'bibit']","['udah', 'kali', 'coba', 'narik', 'dana', 'bibit', 'mintak', 'ampun', 'ragu', 'tarok', 'nominal', 'bibit']",udah kali coba narik dana bibit mintak ampun ragu tarok nominal bibit
gp:AOqpTOFMZYEeb_z8jTsRLtwuKYbE88xquCtQOh1zeA1NgpTXJ9NpdH3vynTqmnDTZmJHp_8EqIQRSEGRfwHMNg,IYA-IYAAMO CHANNEL,https://play-lh.googleusercontent.com/a-/AOh14GiNYBD9G73pJOYcGHeCR9frlXYNZQBE-fTnXoPA9A,aplikasi bermanfaaat tuk menabung,5,0,3.29.3,2022-03-11 08:40:20,,,1,"['aplikasi', 'bermanfaaat', 'tuk', 'menabung']","['aplikasi', 'bermanfaaat', 'tuk', 'menabung']","['aplikasi', 'bermanfaaat', 'tuk', 'menabung']","['aplikasi', 'bermanfaaat', 'tuk', 'tabung']",aplikasi bermanfaaat tuk tabung
gp:AOqpTOFuoVgaZljwBh3Zn-HSvSxzN0iz0RK19KQBCRFJqGJ-2ALhlbASZ0s6Z3bWi9vkweSK5S8XJZp4Uwh7hg,B4BE _BR1,https://play-lh.googleusercontent.com/a-/AOh14GhII_RV5XOaq86ALHu1A8rOsWZsrBfjY2y1-ntqDg,semoga berkah dan aaman serta mengalir trus rejekix dan sukses sllu tuk kita semuaaamiin,5,0,3.30.2,2022-03-16 07:11:57,,,1,"['semoga', 'berkah', 'dan', 'aaman', 'serta', 'mengalir', 'trus', 'rejekix', 'dan', 'sukses', 'sllu', 'tuk', 'kita', 'semuaaamiin']","['semoga', 'berkah', 'aaman', 'mengalir', 'trus', 'rejekix', 'sukses', 'sllu', 'tuk', 'semuaaamiin']","['semoga', 'berkah', 'aaman', 'mengalir', 'trus', 'rejekix', 'sukses', 'sllu', 'tuk', 'semuaaamiin']","['moga', 'berkah', 'aaman', 'alir', 'trus', 'rejekix', 'sukses', 'sllu', 'tuk', 'semuaaamiin']",moga berkah aaman alir trus rejekix sukses sllu tuk semuaaamiin
gp:AOqpTOHu5i9CDYYPbl4blkPH3MWJ35_0jyG8WyzPQDyen7NWGkaHf7ofFyfKXHmtzBOG6FZa0RMYd7dLQOXHxA,Masykur Dandi,https://play-lh.googleusercontent.com/a/AATXAJxHoAlPG9Jfq3zhv4yKA9wx6_6M_u71F5nuls_8=mo,sangat bagus untuk pemula,5,0,3.30.2,2022-03-16 17:19:47,,,1,"['sangat', 'bagus', 'untuk', 'pemula']","['bagus', 'pemula']","['bagus', 'pemula']","['bagus', 'mula']",bagus mula
gp:AOqpTOGuECsItQlQVt0--QkcpXVCv4gH8kQV6wcmFGwVjo-qK-6-WCJVNhmlGOadXJMfZXSbTNj6w6-MVinmcA,Fadil Tony,https://play-lh.googleusercontent.com/a-/AOh14Gh4ZMPTl9jSJM0M3iQ3Os2YjNIz_3F6fX0xPF47ww,semoga bermanfaat buat orang di seluruh indonesia,5,0,3.29.3,2022-03-07 02:12:21,,,1,"['semoga', 'bermanfaat', 'buat', 'orang', 'di', 'seluruh', 'indonesia']","['semoga', 'bermanfaat', 'orang', 'indonesia']","['semoga', 'bermanfaat', 'orang', 'indonesia']","['moga', 'manfaat', 'orang', 'indonesia']",moga manfaat orang indonesia
gp:AOqpTOHUqV2GGO0zetYtX9PHQ4WqcRqCZpufXQc57C0B-xDcJT1y4d2RLPG9-a4R3vWZ_Pk5wZT9nbWfUE_TPg,Jon Sandy,https://play-lh.googleusercontent.com/a-/AOh14GjNPVKQYymDZBRoRvAqF1HyK5hykUrBAzGfjgZS,kenapa mentok batas logo habis update,1,0,3.30.2,2022-03-17 10:04:30,"Hai kak, kemungkinan jaringan internet kakak tidak stabil. Silahkan gunakan jaringan lain lalu coba force close & clear cache terlebih dahulu ya. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih
",2022-03-17 11:34:17,0,"['kenapa', 'mentok', 'batas', 'logo', 'habis', 'update']","['mentok', 'batas', 'logo', 'habis', 'update']","['mentok', 'batas', 'logo', 'habis', 'update']","['mentok', 'batas', 'logo', 'habis', 'update']",mentok batas logo habis update
gp:AOqpTOFg_GdRbu9p6YBZIYfBCP2ewWGxvAozVx4W4CRCAGCA_MG74xBxFD3HfzvjxcQS342a16H302FJ9wl1Rw,ajat jujun,https://play-lh.googleusercontent.com/a-/AOh14GjNcs_t5bRxo4WU6UPK63gG-XvRJn8tIjKDlDdyUQ,masukkan referal ini  jsk gx  biar dapat bonus sama sama,5,0,3.29.3,2022-03-03 15:29:37,,,1,"['masukkan', 'referal', 'ini', 'jsk', 'gx', 'biar', 'dapat', 'bonus', 'sama', 'sama']","['masukkan', 'referal', 'jsk', 'gx', 'bonus']","['masukkan', 'referal', 'jsk', 'gx', 'bonus']","['masuk', 'referal', 'jsk', 'gx', 'bonus']",masuk referal jsk gx bonus
gp:AOqpTOEJ4yQDWKAYWH-27oDjsF7sro_sj1TfeYm52Mrin5I5ddMYU54-UkqZSMHYsf1fFtN8T1PX8vHbNtDD8g,Zai beni canhel,https://play-lh.googleusercontent.com/a-/AOh14GjNH8jaXMpgAV7VbDfrRKj36zgdywAc4YtB1w3cCg,cara   kerja gimna ysaya udah daftar,1,0,3.30.2,2022-03-18 09:44:02,"Hai kak, jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-03-18 12:26:09,0,"['cara', 'kerja', 'gimna', 'ysaya', 'udah', 'daftar']","['kerja', 'gimna', 'ysaya', 'udah', 'daftar']","['kerja', 'gimna', 'ysaya', 'udah', 'daftar']","['kerja', 'gimna', 'ysaya', 'udah', 'daftar']",kerja gimna ysaya udah daftar
gp:AOqpTOGCiy3KOprBEYASAojYffTVH4MfAaekubkDoYKmREzgTNZ-8JnwfkZgjP45kZLgXWbdJQwJoILk_jvY9w,SALMAN YURIS,https://play-lh.googleusercontent.com/a-/AOh14Ggh2ao0aXNUhn6gwpKO4HEUi6LViRGEMtulgRMPeg,yuk mulai investasi jangan lupa pake kode referalku ya  uhrsccq  terimakasih teman teman semoga berkah dapat cashback   lo,5,1,3.29.3,2022-03-11 15:58:18,,,1,"['yuk', 'mulai', 'investasi', 'jangan', 'lupa', 'pake', 'kode', 'referalku', 'ya', 'uhrsccq', 'terimakasih', 'teman', 'teman', 'semoga', 'berkah', 'dapat', 'cashback', 'lo']","['yuk', 'investasi', 'lupa', 'pake', 'kode', 'referalku', 'uhrsccq', 'terimakasih', 'teman', 'teman', 'semoga', 'berkah', 'cashback', 'lo']","['yuk', 'investasi', 'lupa', 'pake', 'kode', 'referalku', 'uhrsccq', 'terimakasih', 'teman', 'teman', 'semoga', 'berkah', 'cashback', 'lo']","['yuk', 'investasi', 'lupa', 'pake', 'kode', 'referalku', 'uhrsccq', 'terimakasih', 'teman', 'teman', 'moga', 'berkah', 'cashback', 'lo']",yuk investasi lupa pake kode referalku uhrsccq terimakasih teman teman moga berkah cashback lo
gp:AOqpTOEkn-H9J3T7KVZnBn29Euc6Aw20K-GPyC-kHemQnZi9sQsWLWOu83rbzR9WY4oCJJtiTsrYKS_x2gP6yg,ALVIANTONI CASANAWA,https://play-lh.googleusercontent.com/a-/AOh14GiXcXONR79Mep8S4eoxqJiedIwL897VBfjpaifp,saya pake kode referal bostraderlangsung dapat cuan buat investasimaksih,5,0,3.29.2,2022-02-27 08:50:18,,,1,"['saya', 'pake', 'kode', 'referal', 'bostraderlangsung', 'dapat', 'cuan', 'buat', 'investasimaksih']","['pake', 'kode', 'referal', 'bostraderlangsung', 'cuan', 'investasimaksih']","['pake', 'kode', 'referal', 'bostraderlangsung', 'cuan', 'investasimaksih']","['pake', 'kode', 'referal', 'bostraderlangsung', 'cuan', 'investasimaksih']",pake kode referal bostraderlangsung cuan investasimaksih
gp:AOqpTOHog_N-x27UwztHV7VIZbpvys-el12Mdvdwv-pnIKI0HxbcPRQ4srbNF8pDDTLla6DO_uGkeGAFsNvelA,Zakky Wafa,https://play-lh.googleusercontent.com/a-/AOh14GibQSXihoxESnh9AGAWOsxS954PWnv5TkMqA4Lg,untuk pemula seperti saya sudah oke sih,5,0,3.29.3,2022-03-12 12:26:34,,,1,"['untuk', 'pemula', 'seperti', 'saya', 'sudah', 'oke', 'sih']","['pemula', 'oke']","['pemula', 'oke']","['mula', 'oke']",mula oke
gp:AOqpTOHCm5ah5o-3QmPx3UUtwYXikao52mXapIlLGYETGCZ1lhy1bpiW2-rjlnl2U17LT9MnReuKUNc1xOoQyw,CHANNEL WIBOY,https://play-lh.googleusercontent.com/a-/AOh14GiCUP93WSHfZLxQnh3bkKJtV6zkP56rrLOqT4n5,simpel dan manfaat,5,0,3.30.2,2022-03-19 02:36:55,,,1,"['simpel', 'dan', 'manfaat']","['simpel', 'manfaat']","['simpel', 'manfaat']","['simpel', 'manfaat']",simpel manfaat
gp:AOqpTOGCa4Dc9b-BmSPE_9HryXi_Bjkn2Cs9taO2znINmgkbGVNB68ZYaL2dXD4IlL22vbHWsuvJRtHnZxH2QA,Todo F,https://play-lh.googleusercontent.com/a-/AOh14GioUCHVmsjbMD1lqtoU1CkcO7dLCGQv4zJqi8dqVg,baru pertama kalinanti dilihat perkembangannyasejauh ini bagus,5,0,3.29.3,2022-03-15 00:45:06,,,1,"['baru', 'pertama', 'kalinanti', 'dilihat', 'perkembangannyasejauh', 'ini', 'bagus']","['kalinanti', 'perkembangannyasejauh', 'bagus']","['kalinanti', 'perkembangannyasejauh', 'bagus']","['kalinanti', 'perkembangannyasejauh', 'bagus']",kalinanti perkembangannyasejauh bagus
gp:AOqpTOEm4RzaIOXcLOx6xg6ynZ3sbmiUbjwojRR8nZ4M5aH9bZ2CfcjqJGqf9WYoIu24MxVxSn7EjcnfiI6ONA,Robot Pemulung,https://play-lh.googleusercontent.com/a-/AOh14Gg0-SzoEFqajkWcRdcsDT2Xobm7Uko9WVvPoADC,sangat membantu di financial,5,0,3.29.3,2022-03-11 14:00:39,,,1,"['sangat', 'membantu', 'di', 'financial']","['membantu', 'financial']","['membantu', 'financial']","['bantu', 'financial']",bantu financial
gp:AOqpTOHvy4quQ_2Tq6f1Sl6MK8npuJs5DbGPZkUcyCh06TVRElqL3mBqUI9GAQxr7T4G_cGBK-c1jwuT-26e-Q,yusuf pomone,https://play-lh.googleusercontent.com/a-/AOh14Gg1VkV8CCgvsCVZuWi_qQib6OuKNAsGQEsb4gOcxA,mudah buat nabungnya,5,0,3.29.2,2022-02-28 09:39:04,,,1,"['mudah', 'buat', 'nabungnya']","['mudah', 'nabungnya']","['mudah', 'nabungnya']","['mudah', 'nabungnya']",mudah nabungnya
gp:AOqpTOE5dN0YZzFXdOwH9y3AGuEltymELCysGpfRb-6P71WKoqbgXuo96L4b8QVuRWqtgGZjkgmr5qYHNBrwrw,Susan Amelia Puspitasari,https://play-lh.googleusercontent.com/a-/AOh14GhoepSVrsl0OzVCMJ_b8Z5gd9LBjTmP3J605DTaCw,join dengan referral saya antassalam semoga berkah selalu,4,0,3.29.3,2022-03-08 14:26:41,,,1,"['join', 'dengan', 'referral', 'saya', 'antassalam', 'semoga', 'berkah', 'selalu']","['join', 'referral', 'antassalam', 'semoga', 'berkah']","['join', 'referral', 'antassalam', 'semoga', 'berkah']","['join', 'referral', 'antassalam', 'moga', 'berkah']",join referral antassalam moga berkah
gp:AOqpTOHARtjErcEzOmSZMhukn5xuDhrwGHZhLKR3NFv1JohWgVPqG-lp68893dVJVTEWuRqSJkXJ9LgPzpZrmw,AGUS RADI S,https://play-lh.googleusercontent.com/a-/AOh14Ggp-zx-G_J6lLrO8H7ebay9iQ_D3DZ3utyCR_uMeg,perhatian bibit ini tidak baik kalau anda tidak mau kehabisan uang saya sarankan tidak melakukan apapun di bibit ini saya sudah dirugikan mohon tidak menambah lagi kerugian warga terimakasih salam sejahtera,1,25,3.29.3,2022-03-07 03:42:31,"Hai kak, investasi ibarat sedang memulai Bisnis, tidak ada kepastian untung atau rugi. Dalam jangka pendek market bisa saja sedang turun, namun tidak perlu khawatir, karena dana investasi dikelola oleh Manajer Investasi profesional. Info lebih lanjut hubungi layanan live chat Bibit/WA +622150864230, tim support akan langsung membantu kakak. Trims",2022-03-07 05:29:25,0,"['perhatian', 'bibit', 'ini', 'tidak', 'baik', 'kalau', 'anda', 'tidak', 'mau', 'kehabisan', 'uang', 'saya', 'sarankan', 'tidak', 'melakukan', 'apapun', 'di', 'bibit', 'ini', 'saya', 'sudah', 'dirugikan', 'mohon', 'tidak', 'menambah', 'lagi', 'kerugian', 'warga', 'terimakasih', 'salam', 'sejahtera']","['perhatian', 'bibit', 'kehabisan', 'uang', 'sarankan', 'apapun', 'bibit', 'dirugikan', 'mohon', 'menambah', 'kerugian', 'warga', 'terimakasih', 'salam', 'sejahtera']","['perhatian', 'bibit', 'kehabisan', 'uang', 'sarankan', 'apapun', 'bibit', 'dirugikan', 'mohon', 'menambah', 'kerugian', 'warga', 'terimakasih', 'salam', 'sejahtera']","['perhati', 'bibit', 'habis', 'uang', 'saran', 'apa', 'bibit', 'rugi', 'mohon', 'tambah', 'rugi', 'warga', 'terimakasih', 'salam', 'sejahtera']",perhati bibit habis uang saran apa bibit rugi mohon tambah rugi warga terimakasih salam sejahtera
gp:AOqpTOEYUkRb6Qu2kI0WNJnnR9_7m9LZd2oPo9Zk0kUZ4IZPxlgwvq3YFAlqtaapsubFRwCVqHhTb-IZJ5KUhQ,wachidin sudirohusodho,https://play-lh.googleusercontent.com/a-/AOh14GgCdiafxjIjvgudy4E5cCiIJVU4CoItLGGNdjBC,bang admin itu rdn cm bank jago saja yaa misal sy sdh punya rdn bank lain ga bisa yaa,3,0,3.29.3,2022-03-05 05:17:02,,,0,"['bang', 'admin', 'itu', 'rdn', 'cm', 'bank', 'jago', 'saja', 'yaa', 'misal', 'sy', 'sdh', 'punya', 'rdn', 'bank', 'lain', 'ga', 'bisa', 'yaa']","['bang', 'admin', 'rdn', 'cm', 'bank', 'jago', 'yaa', 'sy', 'rdn', 'bank', 'yaa']","['bang', 'admin', 'rdn', 'cm', 'bank', 'jago', 'yaa', 'sy', 'rdn', 'bank', 'yaa']","['bang', 'admin', 'rdn', 'cm', 'bank', 'jago', 'yaa', 'sy', 'rdn', 'bank', 'yaa']",bang admin rdn cm bank jago yaa sy rdn bank yaa
gp:AOqpTOFZfesxwDadm8szH09Y4TskkYrHRYP-B1LrCKUrhP1lkr8w7p5isSQxDms0tTuvygYf4filRbjmHd6T6w,G1lang Abduln4sier,https://play-lh.googleusercontent.com/a-/AOh14Gh96Bva9d0WvS06aWmydsie-NcPbeWmGuSKjKvPxw,ayo mulai berinvestasi dan nabung di bibit untuk masa depan yg lebih baik  pakai kode reff  salimcuan dan dapatkan cashback cuannya,5,2,3.29.3,2022-03-11 15:30:44,,,1,"['ayo', 'mulai', 'berinvestasi', 'dan', 'nabung', 'di', 'bibit', 'untuk', 'masa', 'depan', 'yg', 'lebih', 'baik', 'pakai', 'kode', 'reff', 'salimcuan', 'dan', 'dapatkan', 'cashback', 'cuannya']","['ayo', 'berinvestasi', 'nabung', 'bibit', 'pakai', 'kode', 'reff', 'salimcuan', 'dapatkan', 'cashback', 'cuannya']","['ayo', 'berinvestasi', 'nabung', 'bibit', 'pakai', 'kode', 'reff', 'salimcuan', 'dapatkan', 'cashback', 'cuannya']","['ayo', 'investasi', 'nabung', 'bibit', 'pakai', 'kode', 'reff', 'salimcuan', 'dapat', 'cashback', 'cuannya']",ayo investasi nabung bibit pakai kode reff salimcuan dapat cashback cuannya
gp:AOqpTOFBrFwkE0KAH-Gy3CkW1XAa4WvD3aWN0Dq_FpZIuiTCgjn4BVotCieo6V5hZQzGbJGtEqYaMiTk8bSVMA,HARIYANTO yanto,https://play-lh.googleusercontent.com/a/AATXAJzUkhc9QBToxtBV5wHYQyPIxWQ_gz0j_kluGs4S=mo,coba lu jual semua inves liat potongan nya pasti mengecewakan,1,0,3.29.3,2022-03-06 13:56:54,"Hai kak, terkait dana penjualan kakak akan mendapat potongan biaya admin bank jika rekening yang kakak gunakan berbeda dengan rekening Bank Penampung reksa dana terkait. Biaya ini adalah kebijakan bank terkait, bukan dari Bibit. Info lebih lanjut hubungi live chat/WA +622150864230, tim support kami akan segera membantu kakak. Terima kasih",2022-03-06 09:54:18,0,"['coba', 'lu', 'jual', 'semua', 'inves', 'liat', 'potongan', 'nya', 'pasti', 'mengecewakan']","['coba', 'lu', 'jual', 'inves', 'liat', 'potongan', 'mengecewakan']","['coba', 'lu', 'jual', 'inves', 'liat', 'potongan', 'mengecewakan']","['coba', 'lu', 'jual', 'inves', 'liat', 'potong', 'kecewa']",coba lu jual inves liat potong kecewa
gp:AOqpTOH_Lq764vIm8f6jg4yk9NcnsyJo7n9zp0UOHEZHOYumxyPGcjFKQt5UULQlXHt-cniEiVqN0eMinj_tBQ,Budiman Hood,https://play-lh.googleusercontent.com/a-/AOh14GjUjrRhYqutZsVXf2YVHTzN56d06gQBwGyVdzdp-A,aplikasi terbaik untuk investasi,5,0,3.29.3,2022-03-11 07:30:05,,,1,"['aplikasi', 'terbaik', 'untuk', 'investasi']","['aplikasi', 'terbaik', 'investasi']","['aplikasi', 'terbaik', 'investasi']","['aplikasi', 'baik', 'investasi']",aplikasi baik investasi
gp:AOqpTOESAQsY8hfJU7SLWJQ2dNtW8cLo1Vi0zWo91fezOctCtxPq4gkt9fDv4VKpTznfSQzblnMPWi7ji3Oe1w,Sami Santoso,https://play-lh.googleusercontent.com/a/AATXAJyjjD3Z-RKjqd12PX3ids8XHhEv8SxlPuJ25CbZ=mo,wkwkw mati lo min lu nyari pemula yg invest netijen yg mereka pikir gampang kayak top up koin ini investasi mbak netijen kalian udah di bikinin platfrom buat belajar inves inves guys bukan pinjol ato koprasi simpan pinjam duit lu di puterin muter gak segampang lo narik di atm jgn lol dong uang kalian di sini di beliin sesuatu kalo sesuatu itu mo di jual ya harus ada yg beli dong nah si bibit ni ngegampangin proses lu biar brang lu di jual untung,5,141,3.29.3,2022-03-08 09:52:41,,,1,"['wkwkw', 'mati', 'lo', 'min', 'lu', 'nyari', 'pemula', 'yg', 'invest', 'netijen', 'yg', 'mereka', 'pikir', 'gampang', 'kayak', 'top', 'up', 'koin', 'ini', 'investasi', 'mbak', 'netijen', 'kalian', 'udah', 'di', 'bikinin', 'platfrom', 'buat', 'belajar', 'inves', 'inves', 'guys', 'bukan', 'pinjol', 'ato', 'koprasi', 'simpan', 'pinjam', 'duit', 'lu', 'di', 'puterin', 'muter', 'gak', 'segampang', 'lo', 'narik', 'di', 'atm', 'jgn', 'lol', 'dong', 'uang', 'kalian', 'di', 'sini', 'di', 'beliin', 'sesuatu', 'kalo', 'sesuatu', 'itu', 'mo', 'di', 'jual', 'ya', 'harus', 'ada', 'yg', 'beli', 'dong', 'nah', 'si', 'bibit', 'ni', 'ngegampangin', 'proses', 'lu', 'biar', 'brang', 'lu', 'di', 'jual', 'untung']","['wkwkw', 'mati', 'lo', 'min', 'lu', 'nyari', 'pemula', 'invest', 'netijen', 'pikir', 'gampang', 'kayak', 'top', 'up', 'koin', 'investasi', 'mbak', 'netijen', 'udah', 'bikinin', 'platfrom', 'belajar', 'inves', 'inves', 'guys', 'pinjol', 'ato', 'koprasi', 'simpan', 'pinjam', 'duit', 'lu', 'puterin', 'muter', 'segampang', 'lo', 'narik', 'atm', 'lol', 'uang', 'beliin', 'mo', 'jual', 'beli', 'bibit', 'ni', 'ngegampangin', 'proses', 'lu', 'brang', 'lu', 'jual', 'untung']","['wkwkw', 'mati', 'lo', 'min', 'lu', 'nyari', 'pemula', 'invest', 'netijen', 'pikir', 'gampang', 'kayak', 'top', 'up', 'koin', 'investasi', 'mbak', 'netijen', 'udah', 'bikinin', 'platfrom', 'belajar', 'inves', 'inves', 'guys', 'pinjol', 'ato', 'koprasi', 'simpan', 'pinjam', 'duit', 'lu', 'puterin', 'muter', 'segampang', 'lo', 'narik', 'atm', 'lol', 'uang', 'beliin', 'mo', 'jual', 'beli', 'bibit', 'ni', 'ngegampangin', 'proses', 'lu', 'brang', 'lu', 'jual', 'untung']","['wkwkw', 'mati', 'lo', 'min', 'lu', 'nyari', 'mula', 'invest', 'netijen', 'pikir', 'gampang', 'kayak', 'top', 'up', 'koin', 'investasi', 'mbak', 'netijen', 'udah', 'bikinin', 'platfrom', 'ajar', 'inves', 'inves', 'guys', 'pinjol', 'ato', 'koprasi', 'simpan', 'pinjam', 'duit', 'lu', 'puterin', 'muter', 'gampang', 'lo', 'narik', 'atm', 'lol', 'uang', 'beliin', 'mo', 'jual', 'beli', 'bibit', 'ni', 'ngegampangin', 'proses', 'lu', 'brang', 'lu', 'jual', 'untung']",wkwkw mati lo min lu nyari mula invest netijen pikir gampang kayak top up koin investasi mbak netijen udah bikinin platfrom ajar inves inves guys pinjol ato koprasi simpan pinjam duit lu puterin muter gampang lo narik atm lol uang beliin mo jual beli bibit ni ngegampangin proses lu brang lu jual untung
gp:AOqpTOGHGF7AaXjArZiRFtOwalq9cDIxh9nr1uNAPv4S48Kqe1BZeZkuPRW276kEsnXoT9IUJW7Z5YROgehbHw,Sri Salni,https://play-lh.googleusercontent.com/a/AATXAJz_Lj7TV47Y88m6jn4n10RJMJ9ImcPCwCeW3SPg=mo,bismillah baru kali pertama klau bagus di tamba sampai bintang  ,3,0,3.29.3,2022-03-09 06:52:52,,,0,"['bismillah', 'baru', 'kali', 'pertama', 'klau', 'bagus', 'di', 'tamba', 'sampai', 'bintang']","['bismillah', 'kali', 'klau', 'bagus', 'tamba', 'bintang']","['bismillah', 'kali', 'klau', 'bagus', 'tamba', 'bintang']","['bismillah', 'kali', 'klau', 'bagus', 'tamba', 'bintang']",bismillah kali klau bagus tamba bintang
gp:AOqpTOGUVAjYNpajosOum-wuVQHF9cx5R7zsZs0J4GIKS4mHi9kmnPY1AeEvf1noyrlGHtbN032gxXKGEibZkA,Dua Siti TV,https://play-lh.googleusercontent.com/a-/AOh14Gi6wymMZ45Oen2IvHX67OLePKmnd6b9Bb1C4H6rlw,saya sudah investasi dan selalu memantaunya dari akses ksei yakin deh bibit aman dan terpercaya karena nilainilai investasi kita dapat dipantau di ksei,5,6,3.29.3,2022-03-04 10:50:39,,,1,"['saya', 'sudah', 'investasi', 'dan', 'selalu', 'memantaunya', 'dari', 'akses', 'ksei', 'yakin', 'deh', 'bibit', 'aman', 'dan', 'terpercaya', 'karena', 'nilainilai', 'investasi', 'kita', 'dapat', 'dipantau', 'di', 'ksei']","['investasi', 'memantaunya', 'akses', 'ksei', 'deh', 'bibit', 'aman', 'terpercaya', 'nilainilai', 'investasi', 'dipantau', 'ksei']","['investasi', 'memantaunya', 'akses', 'ksei', 'deh', 'bibit', 'aman', 'terpercaya', 'nilainilai', 'investasi', 'dipantau', 'ksei']","['investasi', 'pantau', 'akses', 'ksei', 'deh', 'bibit', 'aman', 'percaya', 'nilainilai', 'investasi', 'pantau', 'ksei']",investasi pantau akses ksei deh bibit aman percaya nilainilai investasi pantau ksei
